QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,EXPIRE_STRUCTURE
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-16,1686945600,15.0,0.54482,0.00382,3.47222,-1.63722,0.96991, 0.118090, 337.000000,45.0, 45 x 45,46.5,47.0,4220.0,38.4,38.9, 75 x 75,40.0,-0.46264,0.00381,3.46499,-1.14844,-0.76396, 0.124130, 179.000000,1.3,0.0,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-16,1686945600,15.0,0.52563,0.00389,3.48722,-1.62489,0.93655, 0.117570, 2028.000000,41.6, 169 x 195,43.6,44.2,4225.0,40.3,40.7, 45 x 45,42.6,-0.48181,0.00387,3.47411,-1.12565,-0.78605, 0.122780, 1880.000000,3.7,0.001,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-16,1686945600,15.0,0.50608,0.00391,3.49466,-1.59961,0.90318, 0.116520, 1617.000000,40.1, 45 x 45,40.6,41.1,4230.0,42.5,43.0, 45 x 45,43.48,-0.50144,0.00391,3.47525,-1.11118,-0.80856, 0.121870, 1753.000000,8.7,0.002,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-16,1686945600,15.0,0.48662,0.0039,3.49309,-1.57847,0.86828, 0.115910, 276.000000,37.6, 75 x 225,37.9,38.4,4235.0,44.6,45.1, 120 x 165,46.6,-0.52067,0.00395,3.46763,-1.08419,-0.82995, 0.120610, 248.000000,13.7,0.003,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-16,1686945600,15.0,0.46641,0.00393,3.48227,-1.55468,0.83305, 0.114400, 102.000000,39.5, 196 x 225,35.3,35.8,4240.0,46.9,47.5, 45 x 45,51.0,-0.54135,0.00397,3.45035,-1.06037,-0.8493, 0.119830, 123.000000,18.7,0.004,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-20,1687291200,19.0,0.53316,0.00368,3.90019,-1.41731,1.19059, 0.111540, 100.000000,52.69, 7 x 7,47.3,47.8,4225.0,44.3,44.7, 7 x 7,63.52,-0.47746,0.0035,3.88254,-0.97461,-0.96259, 0.122350, 14.000000,3.7,0.001,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-20,1687291200,19.0,0.51486,0.00364,3.91123,-1.3998,1.15057, 0.110040, 7.000000,43.7, 7 x 7,44.4,44.8,4230.0,46.3,46.8, 7 x 7,60.06,-0.49398,0.00355,3.88553,-0.95818,-0.98618, 0.121790, 12.000000,8.7,0.002,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-20,1687291200,19.0,0.49623,0.00368,3.91399,-1.3806,1.11015, 0.109080, 7.000000,42.03, 7 x 7,41.5,42.0,4235.0,47.7,48.2, 7 x 7,0.0,-0.51311,0.00362,3.87846,-0.92106,-1.00589, 0.118580, ,13.7,0.003,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-20,1687291200,19.0,0.47752,0.00375,3.90818,-1.35992,1.06908, 0.108810, 30.000000,37.66, 7 x 7,38.8,39.3,4240.0,50.0,50.4, 7 x 7,73.8,-0.53148,0.00365,3.86426,-0.90125,-1.0273, 0.117350, 2.000000,18.7,0.004,1M
1685649600, 2023-06-01 16:00, 2023-06-01,16.0,4221.32, 2023-06-20,1687291200,19.0,0.45919,0.00376,3.89311,-1.33415,1.02635, 0.107830, 2.000000,24.5, 8 x 8,36.1,36.6,4245.0,52.4,52.8, 7 x 7,0.0,-0.55012,0.00367,3.84093,-0.87929,-1.04701, 0.116480, ,23.7,0.006,1M
