QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT,EXPIRE_STRUCTURE
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.54818, 0.003090, 3.412320, -1.535720, 0.893380, 0.150740, 22.000000, 56.870000, 1 x 1, 58.200000, 59.900000,4150.0, 34.000000, 34.300000, 8 x 8, 34.820000, -0.440880, 0.003880, 3.403420, -1.399670, -0.805470, 0.117960, 2.000000,17.3,0.004,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.53321, 0.003050, 3.426640, -1.551520, 0.872220, 0.151530, 9.000000, 52.000000, 7 x 7, 56.400000, 56.800000,4155.0, 35.600000, 36.000000, 8 x 8, 59.880000, -0.459980, 0.003900, 3.423520, -1.390960, -0.840510, 0.116360, 1.000000,12.3,0.003,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.51803, 0.003080, 3.435150, -1.537110, 0.852120, 0.149640, 11.000000, 59.610000, 7 x 7, 53.100000, 53.600000,4160.0, 37.400000, 37.800000, 8 x 12, 58.700000, -0.479700, 0.004050, 3.435440, -1.380370, -0.875990, 0.114210, 6.000000,7.3,0.002,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.50236, 0.003170, 3.439080, -1.521540, 0.829790, 0.148050, 5.000000, 51.730000, 7 x 9, 50.000000, 50.400000,4165.0, 39.300000, 39.700000, 7 x 18, 40.000000, -0.499750, 0.004060, 3.439180, -1.368410, -0.914040, 0.113160, 22.000000,2.3,0.001,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.48618, 0.003150, 3.437010, -1.504960, 0.807490, 0.146130, 4.000000, 54.200000, 7 x 16, 47.000000, 47.400000,4170.0, 41.200000, 41.600000, 7 x 18, 42.140000, -0.520730, 0.004130, 3.434020, -1.348020, -0.952070, 0.110400, 10.000000,2.7,0.001,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.46803, 0.003350, 3.429280, -1.443780, 0.781810, 0.140380, 1.000000, 49.990000, 7 x 7, 42.700000, 43.200000,4175.0, 44.300000, 44.800000, 17 x 7, 39.900000, -0.541250, 0.004040, 3.420040, -1.361680, -0.989630, 0.111630, 30.000000,7.7,0.002,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-16,1684267200,15.0,0.45254, 0.003220, 3.416890, -1.464090, 0.759490, 0.142080, 8.000000, 45.900000, 7 x 17, 41.200000, 41.600000,4180.0, 45.400000, 45.800000, 7 x 7, 41.160000, -0.564910, 0.004280, 3.392010, -1.300480, -1.031950, 0.107280, 15.000000,12.7,0.003,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.54583, 0.002930, 3.521180, -1.516440, 0.944860, 0.154090, 1.000000, 60.420000, 6 x 6, 61.300000, 61.800000,4150.0, 35.800000, 36.100000, 8 x 8, 32.190000, -0.443380, 0.003720, 3.512610, -1.372430, -0.861760, 0.119410, 5.000000,17.3,0.004,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.53187, 0.002930, 3.533390, -1.503650, 0.924430, 0.151810, 3.000000, 48.770000, 7 x 7, 58.000000, 58.400000,4155.0, 38.500000, 38.900000, 8 x 8, 47.600000, -0.462100, 0.003650, 3.532210, -1.397490, -0.899110, 0.121000, 1.000000,12.3,0.003,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.51711, 0.003000, 3.542230, -1.490420, 0.903150, 0.150110, 2.000000, 59.940000, 7 x 7, 54.700000, 55.200000,4160.0, 39.200000, 39.600000, 8 x 8, 47.460000, -0.480520, 0.003890, 3.543320, -1.353210, -0.934960, 0.115630, 6.000000,7.3,0.002,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.50198, 0.003130, 3.546430, -1.438230, 0.880690, 0.144470, 2.000000, 57.080000, 7 x 7, 50.400000, 50.800000,4165.0, 41.100000, 41.500000, 7 x 7, 43.610000, -0.500400, 0.003950, 3.546480, -1.342000, -0.972640, 0.114030, 1.000000,2.3,0.001,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.48651, 0.003060, 3.544700, -1.459900, 0.858250, 0.146190, 1.000000, 53.930000, 7 x 17, 48.600000, 49.000000,4170.0, 43.000000, 43.400000, 7 x 7, 45.530000, -0.520520, 0.003940, 3.540810, -1.322930, -1.012120, 0.112220, 1.000000,2.7,0.001,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.47056, 0.003070, 3.537820, -1.441480, 0.833500, 0.144840, 22.000000, 47.250000, 7 x 22, 45.600000, 46.100000,4175.0, 45.000000, 45.400000, 7 x 7, 46.800000, -0.540880, 0.004040, 3.526710, -1.301360, -1.051950, 0.109860, 1.000000,7.7,0.002,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-17,1684353600,16.0,0.45351, 0.003150, 3.523800, -1.400160, 0.806710, 0.141040, 8.000000, 47.700000, 17 x 7, 42.100000, 42.500000,4180.0, 48.400000, 48.900000, 7 x 7, 42.300000, -0.559870, 0.003950, 3.505290, -1.317210, -1.089340, 0.112490, 9.000000,12.7,0.003,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-18,1684440000,17.0,0.54808, 0.002890, 3.623620, -1.485900, 1.012650, 0.151640, 12.000000, 61.000000, 6 x 7, 62.800000, 63.300000,4150.0, 37.100000, 37.700000, 13 x 25, 38.500000, -0.441060, 0.003560, 3.614810, -1.320400, -0.910540, 0.121350, 1.000000,17.3,0.004,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-18,1684440000,17.0,0.53416, 0.002920, 3.637640, -1.456320, 0.991760, 0.148100, , 0.000000, 7 x 7, 58.800000, 59.400000,4155.0, 38.800000, 39.200000, 20 x 8, 44.450000, -0.458380, 0.003590, 3.633450, -1.309470, -0.946650, 0.119050, 12.000000,12.3,0.003,1M
1682971200, 2023-05-01 16:00, 2023-05-01,16.0,4167.33, 2023-05-18,1684440000,17.0,0.51957, 0.002880, 3.646980, -1.486590, 0.968740, 0.151130, 1.000000, 58.430000, 7 x 8, 57.100000, 57.600000,4160.0, 40.600000, 41.100000, 8 x 50, 43.630000, -0.476770, 0.003620, 3.645850, -1.300980, -0.984040, 0.117900, 9.000000,7.3,0.002,1M
